numeroApolice,total_veiculos,pct_autonomos,motorista_licenciado,classe_risco,sinistralidade_rc_declarada,sinistralidade_rcfv_declarada,valor_pago_historico,valor_sinistro_historico,qt_cias_anteriores,tipo_sinistro_predominante,lmi_por_veiculo,premio_por_veiculo,qt_coberturas_ativas,agravo_aplicado,desconto_aplicado,referral_pendente,tempo_cotacao_emissao,parcelas_com_juros,apolice_anterior,_perfil_gerador
RCT-2026-000021,0.6164383561643836,0.512722239965932,1.0,1.0,1.0,1.0,0.7174259080175116,0.8338882855896529,1.0,0.6666666666666666,0.2644689515976969,0.6822790174165181,0.5,1.0,0.0,0.0,0.0449438202247191,0.0,0.0,alto_risco
RCT-2024-000022,0.726027397260274,0.48832773185575434,0.0,0.75,0.0,1.0,0.4889898603111211,0.5378613040839432,1.0,1.0,0.07588671403469777,0.8533485930434368,0.625,1.0,0.0,0.0,0.02247191011235955,1.0,0.0,alto_risco
RCT-2026-000023,0.22602739726027396,0.5852585258525852,0.0,1.0,0.0,1.0,0.6495247559091534,0.6624424472786765,1.0,0.3333333333333333,0.293047276469658,0.5491471361383577,0.375,1.0,0.0,0.0,0.0449438202247191,1.0,1.0,alto_risco
RCT-2025-000024,0.6986301369863014,0.7815181518151815,0.0,1.0,1.0,1.0,0.45071624169083,0.43963096295648424,0.6666666666666666,0.3333333333333333,0.3389070933749768,0.6304191092349294,0.25,0.0,0.0,0.0,0.0898876404494382,1.0,1.0,alto_risco
RCT-2025-000025,0.0821917808219178,0.5174917491749175,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.41131175762979144,0.30933502701399657,0.375,0.0,0.0,1.0,0.7415730337078651,1.0,0.0,referral
RCT-2026-000026,0.23287671232876714,0.26973508161626975,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.09802803594845261,0.5337718388064003,0.375,0.0,0.0,1.0,0.9325842696629213,1.0,0.0,referral
RCT-2025-000027,0.1780821917808219,0.19119153294639807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6040821058159526,0.13553402065562276,1.0,0.0,1.0,0.0,0.033707865168539325,0.0,1.0,alta_cobertura
RCT-2026-000028,0.6438356164383562,0.9259977544146166,0.0,1.0,0.0,1.0,0.5140699950385227,0.5115295854427958,0.6666666666666666,0.3333333333333333,0.2880227704945568,0.46972004848376053,0.25,1.0,0.0,0.0,0.07865168539325842,0.0,1.0,alto_risco
RCT-2025-000029,0.3561643835616438,0.1411341134113411,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7322381931921099,0.25039215848836677,0.875,0.0,1.0,0.0,0.056179775280898875,0.0,0.0,alta_cobertura
RCT-2025-000030,0.17123287671232876,0.23762376237623759,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44405110749292176,0.017858906735807534,0.75,0.0,0.0,0.0,0.10112359550561797,0.0,1.0,alta_cobertura
RCT-2026-000031,0.02054794520547945,0.36963696369636956,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.47800395944792295,0.13490996141252792,0.125,1.0,0.0,1.0,0.449438202247191,0.0,0.0,referral
RCT-2025-000032,0.2054794520547945,0.3024302430243024,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2259071129851289,0.5316821750553935,0.5,1.0,0.0,1.0,0.797752808988764,1.0,0.0,referral
RCT-2026-000033,0.7602739726027398,0.5058190029529268,0.0,0.75,1.0,1.0,0.5562293408848511,0.5429363927607207,0.6666666666666666,0.3333333333333333,0.28467093902625373,0.32001752503814446,0.375,0.0,0.0,0.0,0.033707865168539325,0.0,1.0,alto_risco
RCT-2025-000034,0.0958904109589041,0.4566103669190448,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.14307202806427155,0.17084010332191413,0.375,0.0,0.0,1.0,0.3146067415730337,1.0,0.0,referral
RCT-2024-000035,0.3287671232876712,0.10871675402834399,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.40131758198540124,0.10784398558616892,1.0,0.0,0.0,0.0,0.0,0.0,1.0,alta_cobertura
RCT-2025-000036,0.2534246575342466,0.4435643564356435,0.0,1.0,1.0,1.0,0.2955761016430917,0.33147654315070846,0.6666666666666666,0.3333333333333333,0.37243496969290957,0.5526004675082039,0.375,1.0,0.0,0.0,0.06741573033707865,1.0,0.0,alto_risco
RCT-2025-000037,0.34931506849315064,0.1232123212321232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47512497773834605,0.3483735790603814,0.75,0.0,1.0,0.0,0.033707865168539325,0.0,1.0,alta_cobertura
RCT-2026-000038,0.0273972602739726,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.777302220715293,0.01008698378138928,0.75,0.0,0.0,0.0,0.011235955056179775,0.0,1.0,alta_cobertura
RCT-2025-000039,0.02054794520547945,0.36963696369636956,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25117881410744997,0.23526935724709797,0.375,0.0,0.0,1.0,0.2921348314606741,0.0,0.0,referral
RCT-2025-000040,0.2191780821917808,0.28514851485148507,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.35332944225097385,0.3903156330645445,0.125,1.0,0.0,1.0,0.6404494382022472,1.0,0.0,referral
RCT-2025-000041,0.34246575342465757,0.25107416402017557,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8840303197379816,0.03312075195843345,0.75,0.0,0.0,1.0,0.0449438202247191,0.0,1.0,alta_cobertura
RCT-2024-000042,0.1095890410958904,0.29181865554976544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7756924404395994,0.046263683763043184,0.875,0.0,1.0,0.0,0.06741573033707865,0.0,1.0,alta_cobertura
RCT-2024-000043,0.06164383561643835,0.2772277227722772,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9670160839231089,0.12678870119624142,1.0,0.0,1.0,0.0,0.033707865168539325,0.0,1.0,alta_cobertura
RCT-2025-000044,0.3356164383561644,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9515532677993083,0.011090467878173305,1.0,0.0,1.0,0.0,0.011235955056179775,0.0,1.0,alta_cobertura
RCT-2025-000045,0.14383561643835616,0.23102310231023102,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.12424424549193436,0.22731972375467846,0.75,0.0,0.0,1.0,0.7865168539325842,1.0,0.0,referral
RCT-2024-000046,0.19863013698630136,0.10396039603960394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182533017418874,0.34033254706518407,1.0,0.0,0.0,0.0,0.06741573033707865,0.0,0.0,alta_cobertura
RCT-2026-000047,0.7945205479452054,0.5497961560861968,0.0,1.0,0.0,1.0,0.39148442107661124,0.4829967666034753,0.6666666666666666,0.3333333333333333,0.13362558601069974,0.488175791012703,0.25,1.0,0.0,0.0,0.011235955056179775,0.0,0.0,alto_risco
RCT-2025-000048,0.23972602739726026,0.17509119332985928,0.0,0.75,1.0,1.0,0.009192910212857553,0.00833318761290543,0.3333333333333333,0.0,0.43230893490832667,0.3751123673646632,0.625,1.0,0.0,1.0,0.7191011235955056,0.0,0.0,referral
RCT-2025-000049,0.03424657534246575,0.2772277227722772,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.11434488848472207,0.5138448959312729,0.375,0.0,0.0,1.0,0.3370786516853932,0.0,0.0,referral
RCT-2025-000050,0.29452054794520544,0.3133878605251829,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.591164332503626,0.11172715474803163,0.75,0.0,1.0,0.0,0.07865168539325842,0.0,1.0,alta_cobertura
RCT-2025-000051,0.0684931506849315,0.5118050266565117,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.37973398606000996,0.5231733431685823,0.625,0.0,0.0,1.0,0.3820224719101123,1.0,0.0,referral
RCT-2025-000052,0.636986301369863,0.5544554455445544,0.0,1.0,1.0,1.0,0.6242532612055962,0.5957694093304451,1.0,1.0,0.19997142047385652,0.8533939699109314,0.375,1.0,0.0,0.0,0.0898876404494382,1.0,1.0,alto_risco
RCT-2025-000053,0.00684931506849315,0.2772277227722772,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.5030466500117982,0.46920391237520404,0.75,0.0,0.0,1.0,0.9887640449438202,0.0,0.0,referral
RCT-2025-000054,0.08904109589041095,0.1386138613861386,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.9225225103936604,0.19307402541685897,0.875,0.0,1.0,0.0,0.0449438202247191,0.0,1.0,alta_cobertura
RCT-2025-000055,0.1095890410958904,0.4669098488796247,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.33161161190942756,0.08225888766402129,0.375,0.0,0.0,1.0,0.9550561797752808,1.0,0.0,referral
RCT-2024-000056,0.821917808219178,0.49585446349512996,0.0,1.0,1.0,1.0,0.38294990705597015,0.4089440997525538,0.6666666666666666,0.3333333333333333,0.3279979329982642,0.9548775207868303,0.375,1.0,0.0,0.0,0.02247191011235955,1.0,1.0,alto_risco
RCT-2025-000057,0.11643835616438356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148034044294117,0.3373601002006183,0.75,0.0,1.0,0.0,0.056179775280898875,0.0,1.0,alta_cobertura
RCT-2026-000058,0.23287671232876714,0.4795290339844795,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.34679992172814134,0.18290196972434458,0.5,1.0,0.0,1.0,0.2696629213483146,0.0,0.0,referral
RCT-2026-000059,0.17123287671232876,0.23762376237623759,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.27140941813793973,0.4043144494934117,0.375,0.0,0.0,1.0,0.2584269662921348,1.0,0.0,referral
RCT-2025-000060,0.04794520547945205,0.22178217821782176,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.27089009485022975,0.48654884652479774,0.5,0.0,0.0,1.0,0.4719101123595505,0.0,0.0,referral
RCT-2026-000061,0.10273972602739725,0.4312431243124312,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.3345596711942077,0.21796395348325914,0.25,0.0,0.0,1.0,0.4606741573033708,0.0,0.0,referral
RCT-2025-000062,0.22602739726027396,0.2464246424642464,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.22968214280156057,0.20783111170615026,0.75,1.0,0.0,1.0,0.696629213483146,1.0,0.0,referral
RCT-2025-000063,0.815068493150685,0.7726018503489692,0.0,0.75,1.0,1.0,0.2769467680782501,0.2689876086966836,0.6666666666666666,0.3333333333333333,0.11857279039989982,0.7363405351592489,0.375,1.0,0.0,0.0,0.033707865168539325,1.0,0.0,alto_risco
RCT-2026-000064,0.4383561643835616,0.5792818087778926,0.0,1.0,1.0,1.0,0.17585588101107572,0.19220298695205276,0.3333333333333333,1.0,0.3233700400480928,0.6422594597614493,0.25,1.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco
RCT-2026-000065,0.0136986301369863,0.22178217821782176,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5853946896774572,0.34413529493054323,0.875,0.0,1.0,0.0,0.0449438202247191,0.0,0.0,alta_cobertura
RCT-2026-000066,0.5,0.6565919749869723,0.0,0.75,0.0,0.0,0.2971682655844148,0.35239280624713215,0.6666666666666666,0.3333333333333333,0.25353074471249076,0.6566504252030716,0.375,1.0,0.0,0.0,0.0,1.0,0.0,alto_risco
RCT-2026-000067,0.34931506849315064,0.9035570223689035,0.0,1.0,0.0,1.0,0.07815519709196819,0.08309786017673804,0.3333333333333333,0.3333333333333333,0.30207459638481093,0.5337262519811292,0.625,1.0,0.0,0.0,0.06741573033707865,1.0,1.0,alto_risco
RCT-2025-000068,0.45890410958904104,0.7445544554455444,0.0,0.75,1.0,1.0,0.6258848339906504,0.576208593364378,1.0,0.6666666666666666,0.3639530291373829,0.5194945551259784,0.875,0.0,0.0,0.0,0.0,1.0,0.0,alto_risco
RCT-2026-000069,0.4931506849315068,0.9758415841584157,0.0,0.75,1.0,1.0,0.4427238587281215,0.46159220945681223,1.0,0.3333333333333333,0.26693288895529144,0.46687051499892246,0.0,0.0,0.0,0.0,0.033707865168539325,0.0,0.0,alto_risco
RCT-2026-000070,0.1506849315068493,0.17742574257425742,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.14654244548782458,0.4267113789106359,0.5,0.0,0.0,1.0,0.7303370786516854,1.0,0.0,referral
RCT-2025-000071,0.10273972602739725,0.18481848184818478,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.37497219453859953,0.2245016711273325,0.875,0.0,1.0,0.0,0.07865168539325842,0.0,1.0,alta_cobertura
RCT-2026-000072,0.3904109589041096,0.8686468646864686,0.0,1.0,1.0,1.0,0.22363441477300539,0.23992409570426498,0.6666666666666666,0.6666666666666666,0.03224961464576548,0.7105261660125137,0.25,1.0,0.0,0.0,0.011235955056179775,1.0,1.0,alto_risco
RCT-2025-000073,0.3904109589041096,0.11089108910891088,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6253843504333126,0.1756928460303266,1.0,0.0,1.0,0.0,0.06741573033707865,0.0,1.0,alta_cobertura
RCT-2026-000074,0.10273972602739725,0.308030803080308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528064478810676,0.2912163336575197,0.875,0.0,1.0,0.0,0.033707865168539325,0.0,1.0,alta_cobertura
RCT-2025-000075,0.2191780821917808,0.5386138613861385,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.2860580314886537,0.28786978818592707,0.375,0.0,0.0,1.0,0.7415730337078651,0.0,0.0,referral
RCT-2025-000076,0.0136986301369863,0.22178217821782176,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5858454668298362,0.280455753078051,1.0,0.0,1.0,0.0,0.056179775280898875,0.0,1.0,alta_cobertura
RCT-2024-000077,0.7191780821917808,0.616061606160616,0.0,0.75,1.0,1.0,0.22176801707542637,0.2693277263013706,0.3333333333333333,0.6666666666666666,0.20001447093549102,0.6948393102082735,0.5,1.0,0.0,0.0,0.056179775280898875,1.0,0.0,alto_risco
RCT-2026-000078,0.8287671232876712,0.8942829766847651,0.0,0.75,0.0,1.0,0.48314107946164453,0.5296971085111282,1.0,1.0,0.30484810308527555,0.570965065958094,0.375,1.0,0.0,0.0,0.02247191011235955,1.0,1.0,alto_risco
RCT-2025-000079,0.0,0.36963696369636956,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2691262285530891,0.33151250427928175,0.625,0.0,0.0,1.0,0.9662921348314606,1.0,0.0,referral
RCT-2026-000080,0.18493150684931506,0.18481848184818478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23986538821289938,0.04568975664956232,0.875,0.0,1.0,0.0,0.011235955056179775,0.0,0.0,alta_cobertura
RCT-2025-000081,0.04794520547945205,0.4435643564356435,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.4198037250732245,0.13762806329017774,0.375,1.0,0.0,1.0,0.5393258426966292,1.0,0.0,referral
RCT-2025-000082,0.1780821917808219,0.22942983953567767,1.0,0.75,0.0,0.0,0.008301998034089972,0.007673070905904095,0.3333333333333333,0.0,0.3328800383323123,0.24417627665809738,0.5,1.0,0.0,1.0,0.5393258426966292,1.0,0.0,referral
RCT-2026-000083,0.9657534246575342,0.6699669966996699,0.0,0.75,1.0,1.0,0.1872264987921651,0.16795480919638966,0.3333333333333333,0.6666666666666666,0.34517925748239764,0.558650893249306,0.5,1.0,0.0,0.0,0.0,0.0,0.0,alto_risco
RCT-2026-000084,0.17123287671232876,0.4356435643564356,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.13226359731338644,0.21286389985172255,0.75,1.0,0.0,1.0,0.5393258426966292,0.0,0.0,referral
RCT-2025-000085,0.17123287671232876,0.3564356435643564,0.0,0.25,1.0,0.0,0.005713749145733095,0.005400516648379685,0.3333333333333333,0.0,0.5109448104472917,0.42462431550109564,0.75,1.0,0.0,1.0,0.19101123595505617,0.0,0.0,referral
RCT-2025-000086,0.9726027397260274,0.695937179924889,1.0,0.75,0.0,1.0,0.37698542759219095,0.3579715503505932,0.3333333333333333,1.0,0.03339569381887525,0.6083949821454877,0.25,1.0,0.0,0.0,0.06741573033707865,0.0,0.0,alto_risco
RCT-2025-000087,0.1506849315068493,0.5322772277227722,0.0,0.25,0.0,1.0,0.016581592345227717,0.02194847070209716,0.3333333333333333,0.0,0.45477223470399686,0.21362753222307124,0.25,0.0,0.0,1.0,0.4157303370786517,1.0,0.0,referral
RCT-2026-000088,0.3356164383561644,0.23457730388423456,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.9402914093384828,0.2561500149313523,0.875,0.0,0.0,0.0,0.056179775280898875,0.0,1.0,alta_cobertura
RCT-2025-000089,0.15753424657534246,0.5544554455445544,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.24198398739132504,0.3881428966632085,0.375,0.0,0.0,1.0,1.0,0.0,0.0,referral
RCT-2025-000090,0.17123287671232876,0.47524752475247517,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.23222307799457975,0.4462391097732305,0.5,1.0,0.0,1.0,0.6067415730337078,1.0,0.0,referral
RCT-2025-000091,0.21232876712328766,0.489225393127548,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.23324247839118034,0.5712792605998183,0.75,0.0,0.0,1.0,0.8426966292134831,0.0,0.0,referral
RCT-2026-000092,0.3287671232876712,0.978450786255096,0.0,0.75,1.0,1.0,0.13401968958761123,0.14603297586461175,0.3333333333333333,0.3333333333333333,0.031162858644815994,0.4672326314385144,0.5,0.0,0.0,0.0,0.0449438202247191,1.0,1.0,alto_risco
RCT-2024-000093,0.5547945205479452,0.5940594059405939,0.0,0.75,1.0,1.0,0.29090512535578045,0.3441450821337014,0.3333333333333333,0.3333333333333333,0.27521916873952,0.9278971348972154,0.125,1.0,0.0,0.0,0.02247191011235955,0.0,1.0,alto_risco
RCT-2026-000094,0.2191780821917808,0.982178217821782,0.0,1.0,0.0,1.0,0.6888892016121501,0.6628041620660872,1.0,0.6666666666666666,0.05729335496465304,0.3320470554499167,0.125,1.0,0.0,1.0,0.0449438202247191,0.0,0.0,alto_risco
RCT-2025-000095,0.14383561643835616,0.41584158415841577,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.3569106664057272,0.4459945105246394,0.375,1.0,0.0,1.0,0.6853932584269662,0.0,0.0,referral
RCT-2026-000096,0.7671232876712328,0.7232027550581145,1.0,0.75,1.0,1.0,0.10718677060254883,0.116574921380995,0.3333333333333333,0.3333333333333333,0.18818252852360273,0.429628405697471,0.25,1.0,0.0,0.0,0.0,1.0,0.0,alto_risco
RCT-2024-000097,0.3082191780821918,0.0693069306930693,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6259306372813163,0.03302000427236684,1.0,0.0,1.0,1.0,0.0,0.0,1.0,alta_cobertura
RCT-2026-000098,0.3904109589041096,0.7947194719471946,0.0,1.0,1.0,1.0,0.33310614612576456,0.30698531681818625,0.3333333333333333,0.3333333333333333,0.07283622836654607,0.6785250776015426,0.25,0.0,0.0,0.0,0.0449438202247191,1.0,0.0,alto_risco
RCT-2025-000099,0.3356164383561644,0.0853008377760853,1.0,0.25,0.0,0.0,0.012971965058913746,0.01154263374069132,0.3333333333333333,1.0,0.7565201984268813,0.039374480367088405,1.0,0.0,1.0,0.0,0.056179775280898875,0.0,1.0,alta_cobertura
RCT-2025-000100,0.07534246575342465,0.47524752475247517,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16908253590729883,0.09861745024596963,0.5,0.0,0.0,1.0,0.23595505617977527,1.0,0.0,referral
RCT-2025-000101,0.13013698630136986,0.1512151215121512,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08558554649790268,0.4878205830950872,0.5,1.0,0.0,1.0,0.3932584269662921,1.0,0.0,referral
RCT-2026-000102,0.6164383561643836,0.7869690194825933,0.0,1.0,0.0,1.0,0.5499917464227619,0.6020365594084187,1.0,0.3333333333333333,0.16118183123634677,0.7755520105697153,0.375,0.0,0.0,0.0,0.011235955056179775,0.0,1.0,alto_risco
RCT-2025-000103,0.04794520547945205,0.4435643564356435,0.0,0.75,0.0,1.0,0.019417624695594292,0.024362162886704113,0.3333333333333333,0.0,0.27401833391200214,0.4198396450212139,0.5,1.0,0.0,1.0,0.8876404494382022,0.0,0.0,referral
RCT-2025-000104,0.15753424657534246,0.04265041888804265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8783525356228784,0.24436107148729874,1.0,0.0,0.0,0.0,0.06741573033707865,0.0,1.0,alta_cobertura
RCT-2026-000105,0.4246575342465754,0.4435643564356435,0.0,0.75,1.0,1.0,0.07430763617424124,0.08202040072752932,0.6666666666666666,0.3333333333333333,0.24785337310407407,0.2883510370636821,0.25,1.0,0.0,1.0,0.10112359550561797,0.0,0.0,alto_risco
RCT-2026-000106,0.1917808219178082,0.25039923347173426,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.45895234183340916,0.2509889463473766,0.125,0.0,0.0,1.0,0.1797752808988764,0.0,0.0,referral
RCT-2026-000107,0.815068493150685,0.8089595844830384,1.0,0.75,1.0,0.0,0.27596866418977783,0.34921518554529624,0.3333333333333333,1.0,0.3571621307732612,0.5597166820110238,0.25,0.0,0.0,0.0,0.0449438202247191,0.0,1.0,alto_risco
RCT-2026-000108,0.23287671232876714,0.26973508161626975,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7725726064889057,0.10439285247142444,0.75,0.0,0.0,0.0,0.02247191011235955,0.0,1.0,alta_cobertura
RCT-2025-000109,0.452054794520548,0.9481991677428612,1.0,1.0,1.0,1.0,0.2799041261573539,0.2946564518357751,0.6666666666666666,1.0,0.3791243421617524,0.8394951078814705,0.625,0.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco
RCT-2026-000110,0.1643835616438356,0.28749541620828745,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.21297007016301867,0.5643668517966507,0.0,1.0,0.0,1.0,0.2247191011235955,1.0,0.0,referral
RCT-2024-000111,0.0,0.36963696369636956,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.23854640191497972,0.28243680253559006,0.25,0.0,0.0,1.0,0.3707865168539326,1.0,0.0,referral
